"iso3c";"ano";"pop_milhoes"
"ABW";2010;0,100341
"ABW";2011;0,101288
"ABW";2012;0,102112
"ABW";2013;0,10288
"ABW";2014;0,103594
"ABW";2015;0,104257
"ABW";2016;0,104874
"ABW";2017;0,105439
"ABW";2018;0,105962
"ABW";2019;0,106442
"ABW";2020;0,106585
"ABW";2021;0,106537
"ABW";2022;0,106445
"AFG";2010;28,189672
"AFG";2011;29,249157
"AFG";2012;30,466479
"AFG";2013;31,541209
"AFG";2014;32,71621
"AFG";2015;33,753499
"AFG";2016;34,636207
"AFG";2017;35,643418
"AFG";2018;36,686784
"AFG";2019;37,769499
"AFG";2020;38,97223
"AFG";2021;40,099462
"AFG";2022;41,128771
"AGO";2010;23,364185
"AGO";2011;24,259111
"AGO";2012;25,188292
"AGO";2013;26,147002
"AGO";2014;27,128337
"AGO";2015;28,127721
"AGO";2016;29,154746
"AGO";2017;30,208628
"AGO";2018;31,273533
"AGO";2019;32,353588
"AGO";2020;33,428486
"AGO";2021;34,503774
"AGO";2022;35,588987
"ALB";2010;2,913021
"ALB";2011;2,905195
"ALB";2012;2,900401
"ALB";2013;2,895092
"ALB";2014;2,889104
"ALB";2015;2,880703
"ALB";2016;2,876101
"ALB";2017;2,873457
"ALB";2018;2,866376
"ALB";2019;2,854191
"ALB";2020;2,837849
"ALB";2021;2,811666
"ALB";2022;2,777689
"AND";2010;0,071519
"AND";2011;0,070567
"AND";2012;0,071013
"AND";2013;0,071367
"AND";2014;0,071621
"AND";2015;0,071746
"AND";2016;0,07254
"AND";2017;0,073837
"AND";2018;0,075013
"AND";2019;0,076343
"AND";2020;0,0777
"AND";2021;0,079034
"AND";2022;0,079824
"ARE";2010;8,481771
"ARE";2011;8,575205
"ARE";2012;8,664969
"ARE";2013;8,751847
"ARE";2014;8,835951
"ARE";2015;8,916899
"ARE";2016;8,994263
"ARE";2017;9,068296
"ARE";2018;9,140169
"ARE";2019;9,211657
"ARE";2020;9,287289
"ARE";2021;9,365145
"ARE";2022;9,441129
"ARG";2010;40,788453
"ARG";2011;41,26149
"ARG";2012;41,733271
"ARG";2013;42,202935
"ARG";2014;42,6695
"ARG";2015;43,131966
"ARG";2016;43,590368
"ARG";2017;44,044811
"ARG";2018;44,494502
"ARG";2019;44,938712
"ARG";2020;45,376763
"ARG";2021;45,808747
"ARG";2022;46,23483
"ARM";2010;2,946293
"ARM";2011;2,928976
"ARM";2012;2,914421
"ARM";2013;2,901385
"ARM";2014;2,88993
"ARM";2015;2,878595
"ARM";2016;2,865835
"ARM";2017;2,851923
"ARM";2018;2,836557
"ARM";2019;2,820602
"ARM";2020;2,805608
"ARM";2021;2,790974
"ARM";2022;2,780469
"ASM";2010;0,054849
"ASM";2011;0,05431
"ASM";2012;0,053691
"ASM";2013;0,052995
"ASM";2014;0,052217
"ASM";2015;0,051368
"ASM";2016;0,050448
"ASM";2017;0,049463
"ASM";2018;0,048424
"ASM";2019;0,047321
"ASM";2020;0,046189
"ASM";2021;0,045035
"ASM";2022;0,044273
"ATG";2010;0,085695
"ATG";2011;0,086729
"ATG";2012;0,087674
"ATG";2013;0,088497
"ATG";2014;0,089236
"ATG";2015;0,089941
"ATG";2016;0,090564
"ATG";2017;0,091119
"ATG";2018;0,091626
"ATG";2019;0,092117
"ATG";2020;0,092664
"ATG";2021;0,093219
"ATG";2022;0,093763
"AUS";2010;22,03175
"AUS";2011;22,340024
"AUS";2012;22,733465
"AUS";2013;23,128129
"AUS";2014;23,475686
"AUS";2015;23,815995
"AUS";2016;24,190907
"AUS";2017;24,592588
"AUS";2018;24,963258
"AUS";2019;25,334826
"AUS";2020;25,649248
"AUS";2021;25,685412
"AUS";2022;26,00554
"AUT";2010;8,363404
"AUT";2011;8,391643
"AUT";2012;8,429991
"AUT";2013;8,479823
"AUT";2014;8,546356
"AUT";2015;8,642699
"AUT";2016;8,736668
"AUT";2017;8,797566
"AUT";2018;8,840521
"AUT";2019;8,87992
"AUT";2020;8,916864
"AUT";2021;8,955797
"AUT";2022;9,041851
"AZE";2010;9,054332
"AZE";2011;9,173082
"AZE";2012;9,295784
"AZE";2013;9,416801
"AZE";2014;9,535079
"AZE";2015;9,649341
"AZE";2016;9,757812
"AZE";2017;9,854033
"AZE";2018;9,939771
"AZE";2019;10,024283
"AZE";2020;10,093121
"AZE";2021;10,13775
"AZE";2022;10,141756
"BDI";2010;9,126605
"BDI";2011;9,455733
"BDI";2012;9,795479
"BDI";2013;10,149577
"BDI";2014;10,494913
"BDI";2015;10,727148
"BDI";2016;10,903327
"BDI";2017;11,155593
"BDI";2018;11,493472
"BDI";2019;11,874838
"BDI";2020;12,220227
"BDI";2021;12,551213
"BDI";2022;12,889576
"BEL";2010;10,895586
"BEL";2011;11,038264
"BEL";2012;11,106932
"BEL";2013;11,159407
"BEL";2014;11,209057
"BEL";2015;11,274196
"BEL";2016;11,331422
"BEL";2017;11,375158
"BEL";2018;11,427054
"BEL";2019;11,48898
"BEL";2020;11,538604
"BEL";2021;11,586195
"BEL";2022;11,685814
"BEN";2010;9,44571
"BEN";2011;9,72638
"BEN";2012;10,014078
"BEN";2013;10,30873
"BEN";2014;10,614844
"BEN";2015;10,932783
"BEN";2016;11,260085
"BEN";2017;11,596779
"BEN";2018;11,940683
"BEN";2019;12,290444
"BEN";2020;12,643123
"BEN";2021;12,996895
"BEN";2022;13,352864
"BFA";2010;16,116845
"BFA";2011;16,602651
"BFA";2012;17,113732
"BFA";2013;17,636408
"BFA";2014;18,169842
"BFA";2015;18,718019
"BFA";2016;19,275498
"BFA";2017;19,835858
"BFA";2018;20,392723
"BFA";2019;20,951639
"BFA";2020;21,522626
"BFA";2021;22,100683
"BFA";2022;22,673762
"BGD";2010;148,391139
"BGD";2011;150,211005
"BGD";2012;152,090649
"BGD";2013;154,030139
"BGD";2014;155,961299
"BGD";2015;157,83
"BGD";2016;159,784568
"BGD";2017;161,793964
"BGD";2018;163,683958
"BGD";2019;165,516222
"BGD";2020;167,420951
"BGD";2021;169,356251
"BGD";2022;171,186372
"BGR";2010;7,395599
"BGR";2011;7,348328
"BGR";2012;7,305888
"BGR";2013;7,265115
"BGR";2014;7,223938
"BGR";2015;7,177991
"BGR";2016;7,127822
"BGR";2017;7,075947
"BGR";2018;7,025037
"BGR";2019;6,975761
"BGR";2020;6,934015
"BGR";2021;6,877743
"BGR";2022;6,465097
"BHR";2010;1,213645
"BHR";2011;1,212077
"BHR";2012;1,224939
"BHR";2013;1,261673
"BHR";2014;1,311134
"BHR";2015;1,362142
"BHR";2016;1,409661
"BHR";2017;1,456834
"BHR";2018;1,48734
"BHR";2019;1,494188
"BHR";2020;1,477469
"BHR";2021;1,463265
"BHR";2022;1,472233
"BHS";2010;0,373272
"BHS";2011;0,37795
"BHS";2012;0,382061
"BHS";2013;0,38565
"BHS";2014;0,389131
"BHS";2015;0,392697
"BHS";2016;0,395976
"BHS";2017;0,39902
"BHS";2018;0,401906
"BHS";2019;0,404557
"BHS";2020;0,406471
"BHS";2021;0,407906
"BHS";2022;0,409984
"BIH";2010;3,811088
"BIH";2011;3,743142
"BIH";2012;3,674374
"BIH";2013;3,617559
"BIH";2014;3,571068
"BIH";2015;3,524324
"BIH";2016;3,480986
"BIH";2017;3,440027
"BIH";2018;3,400129
"BIH";2019;3,360711
"BIH";2020;3,318407
"BIH";2021;3,270943
"BIH";2022;3,233526
"BLR";2010;9,483836
"BLR";2011;9,461643
"BLR";2012;9,446836
"BLR";2013;9,443211
"BLR";2014;9,448515
"BLR";2015;9,461076
"BLR";2016;9,469379
"BLR";2017;9,458989
"BLR";2018;9,438785
"BLR";2019;9,419758
"BLR";2020;9,379952
"BLR";2021;9,302585
"BLR";2022;9,228071
"BLZ";2010;0,322106
"BLZ";2011;0,329538
"BLZ";2012;0,337059
"BLZ";2013;0,344688
"BLZ";2014;0,352335
"BLZ";2015;0,359871
"BLZ";2016;0,367313
"BLZ";2017;0,374693
"BLZ";2018;0,382066
"BLZ";2019;0,389095
"BLZ";2020;0,394921
"BLZ";2021;0,400031
"BLZ";2022;0,405272
"BMU";2010;0,065124
"BMU";2011;0,064564
"BMU";2012;0,064798
"BMU";2013;0,065001
"BMU";2014;0,065138
"BMU";2015;0,065237
"BMU";2016;0,064554
"BMU";2017;0,063873
"BMU";2018;0,063918
"BMU";2019;0,063911
"BMU";2020;0,063893
"BMU";2021;0,063764
"BMU";2022;0,063532
"BOL";2010;10,22327
"BOL";2011;10,396246
"BOL";2012;10,569697
"BOL";2013;10,743349
"BOL";2014;10,916987
"BOL";2015;11,090085
"BOL";2016;11,263015
"BOL";2017;11,435533
"BOL";2018;11,606905
"BOL";2019;11,777315
"BOL";2020;11,936162
"BOL";2021;12,079472
"BOL";2022;12,22411
"BRA";2010;196,353492
"BRA";2011;198,185302
"BRA";2012;199,977707
"BRA";2013;201,721767
"BRA";2014;203,45965
"BRA";2015;205,188205
"BRA";2016;206,859578
"BRA";2017;208,50496
"BRA";2018;210,166592
"BRA";2019;211,782878
"BRA";2020;213,196304
"BRA";2021;214,326223
"BRA";2022;215,313498
"BRB";2010;0,274711
"BRB";2011;0,275486
"BRB";2012;0,276197
"BRB";2013;0,276865
"BRB";2014;0,277493
"BRB";2015;0,278083
"BRB";2016;0,278649
"BRB";2017;0,279187
"BRB";2018;0,279688
"BRB";2019;0,28018
"BRB";2020;0,280693
"BRB";2021;0,2812
"BRB";2022;0,281635
"BRN";2010;0,396053
"BRN";2011;0,401506
"BRN";2012;0,406634
"BRN";2013;0,411702
"BRN";2014;0,416656
"BRN";2015;0,421437
"BRN";2016;0,425994
"BRN";2017;0,430276
"BRN";2018;0,434274
"BRN";2019;0,438048
"BRN";2020;0,441725
"BRN";2021;0,445373
"BRN";2022;0,449002
"BTN";2010;0,705516
"BTN";2011;0,713331
"BTN";2012;0,721145
"BTN";2013;0,728889
"BTN";2014;0,736357
"BTN";2015;0,743274
"BTN";2016;0,749761
"BTN";2017;0,756121
"BTN";2018;0,762096
"BTN";2019;0,767459
"BTN";2020;0,772506
"BTN";2021;0,777486
"BTN";2022;0,782455
"BWA";2010;2,091664
"BWA";2011;2,134037
"BWA";2012;2,175425
"BWA";2013;2,217278
"BWA";2014;2,260376
"BWA";2015;2,305171
"BWA";2016;2,352416
"BWA";2017;2,40184
"BWA";2018;2,451409
"BWA";2019;2,499702
"BWA";2020;2,546402
"BWA";2021;2,588423
"BWA";2022;2,630296
"CAF";2010;4,660067
"CAF";2011;4,732022
"CAF";2012;4,773306
"CAF";2013;4,802428
"CAF";2014;4,798734
"CAF";2015;4,819333
"CAF";2016;4,904177
"CAF";2017;4,996741
"CAF";2018;5,09478
"CAF";2019;5,209324
"CAF";2020;5,34302
"CAF";2021;5,457154
"CAF";2022;5,579144
"CAN";2010;34,004889
"CAN";2011;34,339328
"CAN";2012;34,714222
"CAN";2013;35,082954
"CAN";2014;35,437435
"CAN";2015;35,702908
"CAN";2016;36,109487
"CAN";2017;36,545236
"CAN";2018;37,065084
"CAN";2019;37,60123
"CAN";2020;38,007166
"CAN";2021;38,226498
"CAN";2022;38,929902
"CHE";2010;7,824909
"CHE";2011;7,912398
"CHE";2012;7,996861
"CHE";2013;8,089346
"CHE";2014;8,188649
"CHE";2015;8,282396
"CHE";2016;8,373338
"CHE";2017;8,45184
"CHE";2018;8,514329
"CHE";2019;8,57528
"CHE";2020;8,638167
"CHE";2021;8,704546
"CHE";2022;8,77576
"CHI";2010;0,156933
"CHI";2011;0,157819
"CHI";2012;0,158621
"CHI";2013;0,159794
"CHI";2014;0,160912
"CHI";2015;0,16219
"CHI";2016;0,163721
"CHI";2017;0,165215
"CHI";2018;0,167259
"CHI";2019;0,16941
"CHI";2020;0,171113
"CHI";2021;0,172683
"CHI";2022;0,174079
"CHL";2010;17,004162
"CHL";2011;17,173573
"CHL";2012;17,341771
"CHL";2013;17,509925
"CHL";2014;17,687108
"CHL";2015;17,870124
"CHL";2016;18,083879
"CHL";2017;18,368577
"CHL";2018;18,70145
"CHL";2019;19,039485
"CHL";2020;19,300315
"CHL";2021;19,493184
"CHL";2022;19,603733
"CHN";2010;1337,705
"CHN";2011;1345,035
"CHN";2012;1354,19
"CHN";2013;1363,24
"CHN";2014;1371,86
"CHN";2015;1379,86
"CHN";2016;1387,79
"CHN";2017;1396,215
"CHN";2018;1402,76
"CHN";2019;1407,745
"CHN";2020;1411,1
"CHN";2021;1412,36
"CHN";2022;1412,175
"CIV";2010;21,120042
"CIV";2011;21,562914
"CIV";2012;22,010712
"CIV";2013;22,469268
"CIV";2014;22,995555
"CIV";2015;23,596741
"CIV";2016;24,213622
"CIV";2017;24,848016
"CIV";2018;25,493988
"CIV";2019;26,147551
"CIV";2020;26,81179
"CIV";2021;27,478249
"CIV";2022;28,160542
"CMR";2010;19,878036
"CMR";2011;20,448873
"CMR";2012;21,032684
"CMR";2013;21,63285
"CMR";2014;22,299585
"CMR";2015;23,012646
"CMR";2016;23,71163
"CMR";2017;24,393181
"CMR";2018;25,076747
"CMR";2019;25,782341
"CMR";2020;26,491087
"CMR";2021;27,198628
"CMR";2022;27,914536
"COD";2010;66,391257
"COD";2011;68,654269
"COD";2012;70,99787
"COD";2013;73,460021
"COD";2014;76,035588
"COD";2015;78,656904
"COD";2016;81,430977
"COD";2017;84,283273
"COD";2018;87,087355
"COD";2019;89,90689
"COD";2020;92,853164
"COD";2021;95,894118
"COD";2022;99,010212
"COG";2010;4,437884
"COG";2011;4,584216
"COG";2012;4,713257
"COG";2013;4,828066
"COG";2014;4,944861
"COG";2015;5,064386
"COG";2016;5,186824
"COG";2017;5,31234
"COG";2018;5,441062
"COG";2019;5,570733
"COG";2020;5,702174
"COG";2021;5,835806
"COG";2022;5,970424
"COL";2010;44,816108
"COL";2011;45,308899
"COL";2012;45,782417
"COL";2013;46,23793
"COL";2014;46,677947
"COL";2015;47,119728
"COL";2016;47,625955
"COL";2017;48,351671
"COL";2018;49,276961
"COL";2019;50,187406
"COL";2020;50,930662
"COL";2021;51,516562
"COL";2022;51,874024
"COM";2010;0,656024
"COM";2011;0,670071
"COM";2012;0,684553
"COM";2013;0,699393
"COM";2014;0,714612
"COM";2015;0,730216
"COM";2016;0,746232
"COM";2017;0,761664
"COM";2018;0,776313
"COM";2019;0,790986
"COM";2020;0,806166
"COM";2021;0,821625
"COM";2022;0,836774
"CPV";2010;0,521212
"CPV";2011;0,527521
"CPV";2012;0,533864
"CPV";2013;0,53994
"CPV";2014;0,546076
"CPV";2015;0,552166
"CPV";2016;0,558394
"CPV";2017;0,564954
"CPV";2018;0,571202
"CPV";2019;0,57703
"CPV";2020;0,58264
"CPV";2021;0,587925
"CPV";2022;0,593149
"CRI";2010;4,622252
"CRI";2011;4,679926
"CRI";2012;4,736593
"CRI";2013;4,791535
"CRI";2014;4,844288
"CRI";2015;4,895242
"CRI";2016;4,945205
"CRI";2017;4,993842
"CRI";2018;5,040734
"CRI";2019;5,084532
"CRI";2020;5,123105
"CRI";2021;5,153957
"CRI";2022;5,180829
"CUB";2010;11,290417
"CUB";2011;11,29871
"CUB";2012;11,30929
"CUB";2013;11,321579
"CUB";2014;11,332026
"CUB";2015;11,339894
"CUB";2016;11,342012
"CUB";2017;11,336405
"CUB";2018;11,328244
"CUB";2019;11,316697
"CUB";2020;11,300698
"CUB";2021;11,256372
"CUB";2022;11,212191
"CUW";2010;0,148703
"CUW";2011;0,150831
"CUW";2012;0,152088
"CUW";2013;0,153822
"CUW";2014;0,155909
"CUW";2015;0,15798
"CUW";2016;0,159664
"CUW";2017;0,160175
"CUW";2018;0,159336
"CUW";2019;0,157441
"CUW";2020;0,154947
"CUW";2021;0,152369
"CUW";2022;0,149996
"CYM";2010;0,054074
"CYM";2011;0,055492
"CYM";2012;0,05686
"CYM";2013;0,058212
"CYM";2014;0,059559
"CYM";2015;0,060911
"CYM";2016;0,062255
"CYM";2017;0,063581
"CYM";2018;0,064884
"CYM";2019;0,066134
"CYM";2020;0,067311
"CYM";2021;0,068136
"CYM";2022;0,068706
"CYP";2010;1,129686
"CYP";2011;1,145086
"CYP";2012;1,156556
"CYP";2013;1,166968
"CYP";2014;1,176995
"CYP";2015;1,18728
"CYP";2016;1,197881
"CYP";2017;1,208523
"CYP";2018;1,218831
"CYP";2019;1,228836
"CYP";2020;1,237537
"CYP";2021;1,244188
"CYP";2022;1,251488
"CZE";2010;10,47441
"CZE";2011;10,496088
"CZE";2012;10,510785
"CZE";2013;10,514272
"CZE";2014;10,525347
"CZE";2015;10,546059
"CZE";2016;10,566332
"CZE";2017;10,594438
"CZE";2018;10,629928
"CZE";2019;10,67187
"CZE";2020;10,697858
"CZE";2021;10,505772
"CZE";2022;10,672118
"DEU";2010;81,77693
"DEU";2011;80,274983
"DEU";2012;80,425823
"DEU";2013;80,645605
"DEU";2014;80,9825
"DEU";2015;81,686611
"DEU";2016;82,348669
"DEU";2017;82,657002
"DEU";2018;82,905782
"DEU";2019;83,092962
"DEU";2020;83,160871
"DEU";2021;83,196078
"DEU";2022;83,797985
"DJI";2010;0,919199
"DJI";2011;0,936811
"DJI";2012;0,954297
"DJI";2013;0,971753
"DJI";2014;0,989087
"DJI";2015;1,006259
"DJI";2016;1,023261
"DJI";2017;1,040233
"DJI";2018;1,057198
"DJI";2019;1,073994
"DJI";2020;1,090156
"DJI";2021;1,105557
"DJI";2022;1,120849
"DMA";2010;0,068755
"DMA";2011;0,068742
"DMA";2012;0,068888
"DMA";2013;0,068819
"DMA";2014;0,069371
"DMA";2015;0,070007
"DMA";2016;0,070075
"DMA";2017;0,070403
"DMA";2018;0,070823
"DMA";2019;0,071428
"DMA";2020;0,071995
"DMA";2021;0,072412
"DMA";2022;0,072737
"DNK";2010;5,547683
"DNK";2011;5,570572
"DNK";2012;5,591572
"DNK";2013;5,614932
"DNK";2014;5,643475
"DNK";2015;5,683483
"DNK";2016;5,72801
"DNK";2017;5,76498
"DNK";2018;5,793636
"DNK";2019;5,814422
"DNK";2020;5,831404
"DNK";2021;5,856733
"DNK";2022;5,903037
"DOM";2010;9,775755
"DOM";2011;9,903737
"DOM";2012;10,030882
"DOM";2013;10,157051
"DOM";2014;10,282115
"DOM";2015;10,405832
"DOM";2016;10,527592
"DOM";2017;10,647244
"DOM";2018;10,765531
"DOM";2019;10,881882
"DOM";2020;10,999664
"DOM";2021;11,117873
"DOM";2022;11,228821
"DZA";2010;35,856344
"DZA";2011;36,543541
"DZA";2012;37,260563
"DZA";2013;38,000626
"DZA";2014;38,760168
"DZA";2015;39,543154
"DZA";2016;40,339329
"DZA";2017;41,136546
"DZA";2018;41,927007
"DZA";2019;42,705368
"DZA";2020;43,451666
"DZA";2021;44,177969
"DZA";2022;44,903225
"ECU";2010;14,989585
"ECU";2011;15,237728
"ECU";2012;15,483883
"ECU";2013;15,722989
"ECU";2014;15,957994
"ECU";2015;16,195902
"ECU";2016;16,439585
"ECU";2017;16,696944
"ECU";2018;17,015672
"ECU";2019;17,34374
"ECU";2020;17,588595
"ECU";2021;17,797737
"ECU";2022;18,001
"EGY";2010;87,252413
"EGY";2011;89,200054
"EGY";2012;91,240376
"EGY";2013;93,37789
"EGY";2014;95,592324
"EGY";2015;97,723799
"EGY";2016;99,78403
"EGY";2017;101,789386
"EGY";2018;103,740765
"EGY";2019;105,618671
"EGY";2020;107,465134
"EGY";2021;109,262178
"EGY";2022;110,990103
"ERI";2010;3,147727
"ERI";2011;3,20757
"ERI";2012;3,252596
"ERI";2013;3,296367
"ERI";2014;3,323425
"ERI";2015;3,340006
"ERI";2016;3,365287
"ERI";2017;3,396933
"ERI";2018;3,445374
"ERI";2019;3,498818
"ERI";2020;3,555868
"ERI";2021;3,620312
"ERI";2022;3,684032
"ESP";2010;46,576897
"ESP";2011;46,742697
"ESP";2012;46,773055
"ESP";2013;46,620045
"ESP";2014;46,480882
"ESP";2015;46,444832
"ESP";2016;46,484062
"ESP";2017;46,593236
"ESP";2018;46,797754
"ESP";2019;47,134837
"ESP";2020;47,365655
"ESP";2021;47,415794
"ESP";2022;47,77834
"EST";2010;1,331475
"EST";2011;1,327439
"EST";2012;1,322696
"EST";2013;1,317997
"EST";2014;1,314545
"EST";2015;1,315407
"EST";2016;1,31579
"EST";2017;1,317384
"EST";2018;1,321977
"EST";2019;1,326898
"EST";2020;1,329522
"EST";2021;1,330932
"EST";2022;1,34884
"ETH";2010;89,237791
"ETH";2011;91,817929
"ETH";2012;94,45128
"ETH";2013;97,084366
"ETH";2014;99,746766
"ETH";2015;102,471895
"ETH";2016;105,293228
"ETH";2017;108,19795
"ETH";2018;111,129438
"ETH";2019;114,120594
"ETH";2020;117,190911
"ETH";2021;120,283026
"ETH";2022;123,379924
"FIN";2010;5,363352
"FIN";2011;5,388272
"FIN";2012;5,413971
"FIN";2013;5,438972
"FIN";2014;5,461512
"FIN";2015;5,479531
"FIN";2016;5,495303
"FIN";2017;5,508214
"FIN";2018;5,515525
"FIN";2019;5,521606
"FIN";2020;5,529543
"FIN";2021;5,541017
"FIN";2022;5,556106
"FJI";2010;0,905169
"FJI";2011;0,908355
"FJI";2012;0,911059
"FJI";2013;0,913453
"FJI";2014;0,91556
"FJI";2015;0,9172
"FJI";2016;0,918371
"FJI";2017;0,919019
"FJI";2018;0,918996
"FJI";2019;0,918465
"FJI";2020;0,920422
"FJI";2021;0,92461
"FJI";2022;0,929766
"FRA";2010;65,030575
"FRA";2011;65,345233
"FRA";2012;65,66224
"FRA";2013;66,002289
"FRA";2014;66,312067
"FRA";2015;66,548272
"FRA";2016;66,724104
"FRA";2017;66,91802
"FRA";2018;67,158348
"FRA";2019;67,388001
"FRA";2020;67,571107
"FRA";2021;67,764304
"FRA";2022;67,971311
"FRO";2010;0,04841
"FRO";2011;0,048386
"FRO";2012;0,048392
"FRO";2013;0,048418
"FRO";2014;0,048465
"FRO";2015;0,048816
"FRO";2016;0,0495
"FRO";2017;0,05023
"FRO";2018;0,050955
"FRO";2019;0,051681
"FRO";2020;0,052415
"FRO";2021;0,052889
"FRO";2022;0,05309
"FSM";2010;0,107588
"FSM";2011;0,107887
"FSM";2012;0,108232
"FSM";2013;0,108609
"FSM";2014;0,109024
"FSM";2015;0,109462
"FSM";2016;0,109925
"FSM";2017;0,11043
"FSM";2018;0,110929
"FSM";2019;0,111379
"FSM";2020;0,112106
"FSM";2021;0,113131
"FSM";2022;0,114164
"GAB";2010;1,711105
"GAB";2011;1,7725
"GAB";2012;1,836705
"GAB";2013;1,902226
"GAB";2014;1,966855
"GAB";2015;2,028517
"GAB";2016;2,086206
"GAB";2017;2,140215
"GAB";2018;2,192012
"GAB";2019;2,242785
